Date,ShareLink,ShareCommentary,idea
2024-07-02 18:15:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7213968453605498880,"3 years ago, Benjamin Rogojan was a data engineer at Meta.""
""""
""Today, he runs a 6F data consultancy and an audience of over 350k followers across his socials 😮 ""
""""
""And this Friday, I'm going to ask him how he did it. ""
""""
""Our conversation will be streamed live on YouTube as part of The Data Entrepreneurs Podcast. ""
""""
""Join us live and ask Ben your data consulting and content creation questions! ""
""""
""👉 Register here: https://lu.ma/dp186x7i",
2024-07-01 19:24:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7213623618440679424,"Last quarter, I did an experiment where I posted 1 YouTube video every week. ""
""""
""... it did not go as expected 😬 ""
""""
""My Hypothesis—Since YouTube drives 80% of my inbound traffic (e.g., paid calls, speaking gigs, project opportunities), doubling my video output will double my business. ""
""""
""The Results—Almost every business metric went down e.g. number of paid calls, number of leads, subscribers per month, YT revenue per month 😅 ""
""""
""So what happened? ""
""""
""My (current) guesses: ""
""- No LLM videos (these are among my most popular) ""
""- Less time per video diminished quality ""
""- I spent too much time making content and not enough time talking to clients and other folks working in the space (i.e. I got out of touch) ""
""""
""That’s why this quarter, I’ll be scaling back my content quantity and focusing more on quality by…""
""- Lowering my monthly YT video goal to 3 per month ""
""- Lowering my consultation rates (so I can stay connected with people’s needs) ""
""- Doing more project work as an intellectual break from making videos",
2024-06-28 20:47:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7212557141117714432,"Here are 3 reasons SMBs should NOT use AI ""
""""
""👇""
""""
""❌ Reason 1: Lack of AI Infrastructure ""
""""
""A lack of data infrastructure and technical talent significantly increases start-up costs for AI projects. ""
""""
""❌ Reason 2: Unnecessary Costs and Complexity ""
""""
""AI solutions can be overkill in many cases. Any marginal value generated may not justify the added complexity. ""
""""
""❌ Reason 3: AI Risk ""
""""
""Putting aside the existential risk debate, lack of explainability, and model hallucinations require special care when used to make decisions. ""
""""
""In my most recent YouTube video, I discuss these points further as well as share 3 recommendations for SMBs. ""
""""
""Check it out and let me know what you think 😁 ""
""""
""https://lnkd.in/gkGzUb3U",
2024-06-27 19:04:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7212168931401220096,"Next week, I'm interviewing Benjamin Rogojan (aka Seattle Data Guy) on The Data Entrepreneurs Podcast!""
""""
""Ben is a Meta Data Engineer turned independent data consultant and creator. ""
""""
""We'll be talking about his journey building a 6F data consultancy and beyond...""
""""
""👉 What questions do you have for him?",
2024-06-26 18:16:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7211794369127882752,"This one communication tip immediately improved my presentation skills. ""
""""
""Slow Down 🐢 ""
""""
""Before, I had a tendency to rush through presentations (likely a result of nerves and just trying to get it over with). ""
""""
""Eventually, however, I realized the nerves would naturally subside by slowing down my pace and using a calmer tone. ""
""""
""It also helped me realize that a short, rushed talk is more painful than a long, well-paced one. ""
""""
""In a recent YouTube video, I shared 6 other tips that significantly helped improve my technical communication. ""
""""
""Check it out and let me know what you think👇""
""""
""https://lnkd.in/g7qMTEXG",
2024-06-25 18:10:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7211430622479704064,"While one might think ChatGPT launched the era of AI chatbots, agents, assistants, etc., there is more to the story… ""
""""
""”Traditional” ML relies on using (a lot of) data to create software systems that no human could code. ""
""""
""However, ChatGPT demonstrated the power of a fundamentally new way of developing software systems—fine-tuning. ""
""""
""GPT-3 (the base model of ChatGPT) was not chatbot-ready “out of the box.” ""
""""
""Additional training was required to generate responses that provided a helpful UI. This additional training is called fine-tuning. ""
""""
""Fine-tuning is powerful because by leveraging a pre-trained base model, developers can create better ML models with less data (and thus time and compute). ""
""""
""I’m excited to see what people build with this.",
2024-06-24 19:22:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7211086243806236672,"One of my all-time favorite authors is Nassim Taleb (no relation)...""
""""
"".. which is why I’m excited to share that over the next 2 weeks, I’ll be attending a workshop hosted by Taleb via the Real World Risk Institute. ""
""""
""After the first day of sessions, I’m already reevaluating my preconceived notions of risk and risk-taking. ""
""""
""For instance, Nassim frames risk around the concept of ruin, which he defined as “a point from which you cannot come back” ""
""""
""This is an entirely different way of thinking of risk compared to my existing perspective that risk is a statement of ignorance. ""
""""
""👉 How does this compare to your view on risk?",
2024-06-21 13:56:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7209917027514298371,"This is why data scientists don’t get promoted (hint: It’s not SWE) ""
""""
""👇 ""
""""
""A universal challenge for data scientists is communicating effectively with non-technical stakeholders. ""
""""
""This was one of the biggest limiting factors for those seeking advancement when I worked at a larger enterprise. ""
""""
""Here are 3 Communication tips that helped me get ahead as a data scientist. ""
""""
""1) Use Stories—framing communication as 3-part narrative helps it go down easier e.g. status quo, problem, solution. ""
""""
""2) Use Examples—examples make abstract ideas concrete. For instance, a 3-part narrative was used in this post. ""
""""
""3) Use analogies—analogies help us learn new things by mapping the unfamiliar to the familiar, which is very handy when explaining technical ideas. ""
""""
""👉 I share 4 more tips in the blog in a recent article published in Towards Data Science ""
""""
""Check it out and let me know how you’ve improved your communication skills. ""
""""
""https://lnkd.in/gKtUK3pT",
2024-06-20 13:26:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7209547142682562561,"Here are 5 Questions I ask myself when I think of (yet another) AI product idea ""
""""
""👇""
""""
""📌 What problem are you trying to solve? ""
"">> if it doesn’t solve a problem, it doesn’t provide value ""
""""
""📌 Why? ""
"">> just because you can build it doesn’t mean you should. ""
""""
""📌 Who’s the customer? ""
"">> think through demographics and psychographics""
""""
""📌 Why would they pay you instead of using ChatGPT? ""
"">> ChatGPT has made the bar for AI products (very) high ""
""""
""📌 Why do you want to use AI? ""
"">> if a simpler solution exists, try that first ""
""""
""""
""What are some other important questions to ask yourself?",
2024-06-19 13:37:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7209187560491794432,"AI innovations aren’t going in a single direction. ""
""""
""Here are the 3 that have stood out to me 👇 ""
""""
""1️⃣ Bigger, smarter models: more data + more parameters = better models ""
""""
""2️⃣ Smaller specialized models: Fine-tuning models for a specific application ""
""""
""3️⃣ Multimodal models: mixing media for performance and UI improvements ""
""""
""👉 Which do you think will have the biggest impact on businesses?",
2024-06-18 13:38:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7208825397226926080,"Nature has produced systems that have endured billions of years. ""
""""
""There’s a lot we can learn from these systems for developing new technologies, products, and businesses. ""
""""
""👉 In a recent YouTube video, I shared 7 principles from Nature that operators can use to improve their businesses. ""
""""
""Each principle is demonstrated via an example from Nature and business. ""
""""
""Check it out and let me know your thoughts👇""
""""
""https://lnkd.in/gysk2PK8",
2024-06-17 14:06:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7208470077979910144,"There’s a strong pull for businesses to use AI these days. ""
""""
""Major business opportunities, customer demand, and competitive pressure are all driving this trend. ""
""""
""While these are good reasons to use AI, they often overshadow a crucial consideration—AI risk. ""
""""
""I don’t mean the potential existential risks but the business risks they pose here and now. ""
""""
""For instance, LLM “hallucinations” can lead to systems providing false (and even harmful) information to customers, exposing businesses to legal repercussions. ""
""""
""This is why it’s important to carefully consider how AI is used and whether it is necessary for a particular business use case. ""
""""
""👉 What are some other here-and-now AI risks for businesses?",
2024-06-14 13:51:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7207379064406302722,"Entrepreneurship is about taking new ideas and turning them into value-generating machines. ""
""""
""The challenge, however, is that most of these machines fall apart when put out into the wild. ""
""""
""This is where I believe entrepreneurs can learn a lot from Nature 🌱""
""""
""👉 In a recent blog post, I discussed 7 lessons from Nature that I’ve found most helpful in my entrepreneurial ventures. ""
""""
""I discuss each lesson via examples from both Nature and business. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/gjjMXNqP",
2024-06-13 13:49:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7207016229528641536,"The #1 skill that holds data scientists back isn’t coding but communication. ""
""""
""Here is the communication technique that was a game-changer for me… ""
""""
""Use stories 📖 ""
""""
""I don’t mean a news article or novel, but rather any 3-part narrative. ""
""""
""Some of my go-to story formats are 👇 ""
""""
""- Status quo. Problem. Solution. ""
""- What? Why? How? ""
""- What? So what? What now? ""
""""
""👉 What communication tips have been a game-changer for you?",
2024-06-12 23:21:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7206797695489826816,"Although it may seem that machine learning is all about training fancy models, in the real world, a model (by itself) does NOT generate value. ""
""""
""To turn an ML model into an ML solution (i.e., something valuable), we must “deploy it.” ""
""""
""While this can take many different forms, there is a simple 3-step strategy that works well in many situations… ""
""""
""Step 1: Create an inference API ""
""Step 2: Containerize the API ""
""Step 3: Run the container on a cloud platform ""
""""
""👉 In a recent Towards Data Science article, I break down how to implement this 3-step strategy using FastAPI, Docker, and GCP. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/gnM4myHr",
2024-06-12 13:35:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7206650316346281985,"AI products are more than just ML models. ""
""""
""They use models to solve problems in better ways. ""
""""
""The best example is ChatGPT, where GPT3 (the underlying ML model) was released in June 2020...""
""""
""... but it wasn't until OpenAI wrapped that model in a chat interface (18 months later) that the world started to care. ""
""""
""Although fine-tuning was a critical step here, I’d argue it was ChatGPT’s user interface that made this an AI product. ""
""""
""We're now seeing other companies trying to figure out how to turn LLMs into products e.g. Gemini’s takeover of Google Search and Apple Intelligence. ""
""""
""What are some other examples of turning ML models into AI products?""
""""
""#AI #LLM #productdevelopment",
2024-06-11 13:36:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7206288303615086594,"I’m excited to announce The Data Entrepreneurs Podcast! 🎙️ ""
""""
""Over the past 18 months, I've interviewed dozens of data entrepreneurs. ""
""""
""These conversations have led to insights that have dramatically improved the trajectory of my entrepreneurial journey 📈 ""
""""
""My hope with this podcast is to create a platform for similar interviews so that the wider community can also realize their benefits. ""
""""
""Our inaugural interview will be with AI Scientist and YouTuber Luis Serrano 🤩 ""
""We will discuss Luis' journey and the current state of AI. ""
""""
""👉 The interview will be hosted live in TDE’s Discord server on Thurs, June 13 at 5PM CST ""
""""
""Join us live and ask Luis your AI questions 👇""
""""
""🔗 Register here: https://lu.ma/a0eyf2gm",
2024-06-10 13:38:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7205926203491323904,"There are a lot of Myths surrounding startups. ""
""""
""Here is what a 30-year veteran SaaS entrepreneur had to say… ""
""""
""Myth 1 🦄: Most startups grow up ""
""""
""Myth 2 🦄: Startups are normal ""
""""
""Myth 3 🦄: Funding is required ""
""""
""Myth 4 🦄: Sales = Product-market fit ""
""""
""Myth 5 🦄: Products sell themselves ""
""""
""In a recent TDE Workshop, Greg Head discussed these 5 Myths along with their associated realities and lessons for entrepreneurs. ""
""""
""The full recording is available at The Data Entrepreneurs YouTube 👇""
""""
""https://lnkd.in/gAM_9rr2",
2024-06-07 13:51:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7204842400358309889,"Although every business is trying to use AI today, it’s not always the right call. ""
""""
""Here are 3 reasons you should NOT use AI in your business 👇 ""
""""
""1) Lack of technical talent 🧑‍💻❌ ""
""""
""While AI has tremendous potential, it is technically demanding. Without the right talent for implementation and maintenance, the chance of success is low. ""
""""
""2) Unnecessary cost and complexity 💸 ""
""""
""For most business problems, “AI” (e.g., LLMs and ML models) is unnecessary. Simple workflows can generate much of the value. ""
""""
""3) AI Risk ⛔️""
""""
""Putting aside the existential AI risk debate, there are clear and present business risks with AI, e.g., lack of explainability, unexpected bias, and uncertainty in model behavior.""
""""
""Anything to add?",
2024-06-06 13:51:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7204480043283095552,"Communicating technical information to non-technical stakeholders is a key part of being a data professional. ""
""""
""For many, however, it is also one of the most difficult parts...""
""""
""Here are 6 communication tips I use to make technical info accessible 👇 ""
""""
""Tip 1: Use stories—frame communication in a 3-part narrative (e.g. status quo, problem, solution. Or, What? Why? How?). The first 3 lines of this post are an example of this. ""
""""
""Tip 2: Use Examples—make abstract ideas relatable through specific examples (e.g. see Tip 1). ""
""""
""Tip 3: Numbered lists—break ideas into key elements and number them (e.g. this post) ""
""""
""Tip 4: Less is more. ""
""""
""Tip 5: Pictures over words—they really are worth 1000 words. ""
""""
""Tip 6: Slow down—a rushed short talk feels longer than a well-paced long one. ""
""""
""⭐️ Bonus: Know Thy Audience—the better you can empathize with your audience, the better you can frame your stories and examples. ""
""""
""What would you add here? 🤔",
2024-06-05 13:47:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7204116699049000961,"Building data pipelines is commonplace in machine learning. ""
""""
""What’s less common, however, is automating these pipelines so data can be pulled on a schedule or event ⏲️""
""""
""👉 In a recent Towards Data Science article, I discussed two ways we can automate data pipelines for machine learning. ""
""""
""Way 1) Orchestration Tools i.e. Airflow et al. ""
""""
""Way 2) Python + Triggers i.e. “The Old Fashioned Way” ""
""""
""I implemented the latter approach using GitHub Actions, which provides a FREE way to run workflows!""
""""
""Check out the example code in the article 👇""
""""
""https://lnkd.in/gXQkg5-K",
2024-06-04 13:43:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7203753260938137600,"Here’s the typical impression of entrepreneurship… ""
""""
""Product Idea 💡-> Pitch it to Investors 💰 -> Scale it 🚀 ""
""""
""However, this is far from the reality since most entrepreneurs are bootstrapped.""
""""
""👉 If you are on (or curious about) this self-funded path of entrepreneurship, this Thursday (June 6) at 3:30PM CST, veteran SaaS entrepreneur Greg Head will share his insights from mentoring over 1500 founders. ""
""""
""Join us live and ask Greg your entrepreneurship questions 👇""
""""
""🔗 Register here: https://lu.ma/0hqcivh7",
2024-06-03 13:48:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7203392215140716544,"While Data Scientist may have been the “sexiest job in America” a few years ago, these days, it feels like that is changing. ""
""""
""With new roles like data engineer, ML engineer, and (now) AI engineer, these specializations seem to be in greater demand than traditional data scientists. ""
""""
""What's your sense?",
2024-05-31 13:32:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7202300929465802753,"A few years ago, Andrej Karpathy gave a talk describing Operation Vacation 🏖️ ""
""""
""This was what Tesla’s full self-driving engineering team called their goal of completely automating the improvement of the self-driving model. ""
""""
""Although this goal was somewhat facetious, it illustrates an aspiration I’ve seen in most data scientists and engineers: the desire to build a system that can operate autonomously (so they can go on vacation) ""
""""
""👉 In my latest YouTube video, I discuss how to automate a key element of any machine learning system: the data pipeline. ""
""""
""Check out it and let me know what you think 👇""
""""
""https://lnkd.in/gwmu58EA",
2024-05-30 14:09:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7201947745123774466,"Last week, I hosted a networking event for data professionals and entrepreneurs.""
""""
""It reminded me of a quote I like from Ray Dalio that goes something like…""
""""
""💬 ""I don't know much relative to what I need to know in order to be successful."" ""
""""
""This is why I believe it is critical to connect and learn from others on a similar journey as me.""
""""
""👉 ICYMI—check out our events calendar to keep up with all the virtual and in-person events from The Data Entrepreneurs ""
""""
""📅 Events Calendar: https://lu.ma/tde""
""""
""A big thank you to The Richardson IQ and Miguel Esparza for having us 🙏",
2024-05-29 13:59:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7201582806123102208,"I spent most of last week struggling to deploy a simple ML app for FREE. ""
""""
""Here’s what ended up working for me 👇""
""""
""🤖 GitHub Actions to automate a data pipeline that runs daily ""
""""
""🔍 FastAPI + Docker to use the output of the data pipeline for a search API ""
""""
""☁️ GCP Cloud Run (Free Tier) to host the container built from a GitHub repo ""
""""
""🤗 Hugging Face Spaces to create a UI for the search tool ""
""""
""The app is now publicly available. ""
""Check it out, and let me know what you think!""
""""
""https://lnkd.in/gk2E76qc",
2024-05-28 14:38:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7201230364105744384,"This has been a month of milestones for my YouTube channel.""
""""
""Last week, I crossed 1,000,000 views 🤯… a number too big to fully comprehend.""
""""
""I started this journey by making content that would have been helpful to a past version of myself.""
""""
""And as a Physics PhD student, I didn’t think that would be relevant to a lot of people 😅""
""""
""But, to my surprise, it seems there are many people (not just PhD students) who have an appetite for learning about data science and AI.""
""""
""Which makes me pretty lucky 😁""
""""
""Thank you to everyone who watched 🙏..""
""""
"".. Next stop 10M??",
2024-05-27 13:52:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7200856348333363200,"Last week, The Data Entrepreneurs hosted their 1st in-person workshop event! ""
""""
""There Matthew Blasa discussed his insights on how companies and entrepreneurs can approach building AI products. ""
""""
""Here are his 3 key tips👇""
""""
""📌 Tip 1: Build products that enhance and augment existing business processes ""
""""
""📌 Tip 2: Think build vs buy BEFORE you build ""
""""
""📌 Tip 3: Data and model risk management are required for long-term profitability ""
""""
""👉 ICYMI—the full talk recording is now on The Data Entrepreneurs YouTube ""
""""
""https://lnkd.in/g5EzEk36",
2024-05-24 14:13:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7199774631006801920,"Every business is trying to figure out how to use AI right now. ""
""""
""While it’s easy to come up with ideas, picking out the ones that (actually) drive revenue is not so straightforward 😮‍💨 ""
""""
""In a recent TDE Workshop, Nicolay Christopher Gerold discussed how businesses and data professionals can approach the development of AI projects that are valuable.""
""""
""ICYMI—the session recording is on The Data Entrepreneurs YouTube channel 👇""
""""
""https://lnkd.in/ghgKfbX3",
2024-05-23 13:52:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7199406745834643456,"Although ML models get all the love and attention, a model on its own is not something that generates value. ""
""""
""For an ML model to become an ML solution, it needs to be deployed into the real world (i.e., where value comes from). ""
""""
""👉 In my latest YouTube video, I describe a simple 3-step strategy for deploying ML models so they can readily be integrated into web applications. ""
""""
""Here's the 3-step strategy 👇 ""
""""
""1) Wrap model in API via FastAPI ""
""2) Containerize the API using Docker ""
""3) Deploy the Docker image using AWS Elastic Container Service ""
""""
""Check it out and let me know what you think 😁""
""""
""https://lnkd.in/gmhPpYZS",
2024-05-22 14:23:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7199052157105385473,"I’ve been exploring the possibility of hosting a conference for The Data Entrepreneurs in Dallas. ""
""""
""Current thinking is a two-day event with technical workshops and main-stage talks from entrepreneurs and creators in the space.""
""""
""Who would be willing to travel to Dallas for this? 🛫  ""
""""
""Shout out to Keith McCormick for helping brainstorm on this 😁",
2024-05-21 13:44:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7198679954765619200,"Here are the 2 biggest problems I've found pursuing entrepreneurship ❌ ""
""""
""1) Isolation - entrepreneurship is so often a lonely game. ""
""""
""2) Ignorance - what I know is far smaller than what I need to know ""
""""
""The best solution I've found to these problems is connecting with like-minded people on a similar journey as me 🤝 ""
""""
""This is why I host weekly events via The Data Entrepreneurs community ""
""""
""Toward that end, if you have any hard-learned lessons from your journey or technical expertise, I (and many others) would love to learn from you. ""
""""
""Consider sharing your knowledge at one of our workshop events 👇""
""""
""👉 Workshop submission: https://lnkd.in/gtnYDKeB",
2024-05-20 13:55:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7198320539193544704,"My YouTube channel crossed 25,000 subscribers!! 🥳🥳 ""
""""
""While it’s taken time and effort to get here, it’s also required luck and the support of others. ""
""""
""And for those latter items, I am tremendously grateful because they have allowed me to spend more time doing what I love—learning.""
""""
""So a huge thank you to everyone who hit subscribe 🙏🙏🙏 ""
""""
""If you have any suggestions for future content, let me know in the comments 👇",
2024-05-19 19:45:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7198046230344581120,"Okay, I get it: AI is powerful… but how do I use it to generate real-world value? ""
""""
""This question keeps business operators and entrepreneurs up at night (at least it keeps me up). ""
""""
""But maybe I can get some rest after an upcoming TDE Workshop 😉  ""
""""
""👉 This Tuesday (May 21) at 12PM CST, Nicolay Christopher Gerold will discuss how to build AI projects that are (a) feasible, (b) viable, and (c) valuable. ""
""""
""Nicolay is the Managing Director at AISBACH, a firm specializing in the development of AI projects. ""
""""
""Join us live and ask Nicolay your AI questions 👇""
""""
""🔗 Register here: https://lu.ma/dvbkfufb",
2024-05-17 13:50:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7197231903865778176,"With the release of GPT-4o and Gemini’s takeover of the Google search UI, the future of AI products continues to get more interesting 🤔 ""
""""
""If you’re curious about AI product development (and live in the DFW area), this post is for you. ""
""""
""👉 Next Thursday (May 23) at 5PM, The Data Entrepreneurs are hosting an in-person workshop on AI products. ""
""""
""Our speaker is Matthew Blasa, a LI Learning instructor and Lead Data Scientist at Aspire360. ""
""""
""Come connect with others in the data space and discuss the future of AI 👇""
""""
""Event Agenda: ""
""5:00PM - Networking ""
""6:00PM - Talk + Q&A ""
""6:40PM - Final networking ""
""""
""🔗 Register here: https://lu.ma/tspzni1v""
""""
""A big thank you to the Richardson IQ for making this event possible 😁",
2024-05-16 16:52:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7196915300842233857,"One of the biggest challenges of being a data entrepreneur isn’t learning to code or keeping up with AI technologies… ""
""""
"".. rather, it’s the constant stream of uncertainty, doubt, and fear 😅 ""
""""
""Last week, I interviewed Sonali Kumar about her journey as a data professional and content creator. ""
""""
""Her key message is that her greatest achievements come after facing fear🏅 ""
""""
""ICYMI—the recording is now available on The Data Entrepreneurs YouTube 👇""
""""
""https://lnkd.in/gavfYdb7",
2024-05-15 14:01:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7196510090537906177,"If you want to build a great business, you need to build great systems, and who better to learn from than the master system builder—Mother Nature 🌱 ""
""""
""Here are 7 Lessons from Nature for Building Better Systems👇 ""
""""
""1. Diversity — monocultures amplify vulnerabilities and weaknesses. ""
""""
""2. Redundancy — have 2 lungs in case one fails. ""
""""
""3. Degeneracy — have 2 modules with overlapping functions e.g. you can breathe through your mouth and nose (i.e. diversity + redundancy). ""
""""
""4. Recycle (everything) — the waste of one is the fuel of another. ""
""""
""5. Iteration — iteration beats intelligence e.g. it took an army of PhDs to keep up with COVID mutations. ""
""""
""6. Hierarchical structures — designs span multiple scales e.g. atoms make up molecules, molecules make cells, cells make tissues, tissues make organs, and organs make organisms. ""
""""
""7. Symmetry  — the left side looks like the right side. today looks like yesterday. the big looks like the small. (special cases: self-similarity and fractals)""
""""
""👉 Am I missing anything?",
2024-05-14 14:12:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7196150274745393154,"Although we can draw many parallels between traditional software (SW) developments and machine learning (ML), there are 3 critical differences. ""
""""
""1) Computers are programmed by data, not humans ❌ ""
""""
""2) ML systems are less predictable and less interpretable ◼️ ""
""""
""3) Development is nonlinear 📈""
""""
""👉 In my latest YouTube video, I discuss these points in greater detail and do a hands-on walkthrough of a project I’ve been working on to implement semantic search over my YouTube videos. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/d2EfHtwG",
2024-05-13 13:48:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7195781938861727744,"This month, The Data Entrepreneurs Discord crossed the 500-member mark! 🥳 ""
""""
""Although entrepreneurship is hard, connecting with folks on a similar journey makes it easier (and more fun).""
""""
""Creating space for these interactions is the ultimate goal of The Data Entrepreneurs community. ""
""""
""If you are a data professional, freelancer, or founder, here is an open invite to our Discord 👇""
""""
""👉Join the community: https://lnkd.in/g7gTsf7z",
2024-05-09 13:23:02,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7194325998752997376,"While Machine Learning (ML) may make you think of fancy algorithms, the quality of any ML solution is determined by the quality of the data used to develop it. ""
""""
""This raises the need for “Full Stack” Data Scientists to learn data engineering 🧑‍💻 ""
""""
""The key skill this involves is building data pipelines i.e. getting data from point A to point B. ""
""""
""👉 In my latest YouTube video, I review key elements of any data pipeline and share example Python code for building one to pull video transcripts from YT. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/gtuY4jxz",
2024-05-08 13:59:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7193972706025873408,"I finally found an excuse to try polars (thanks to Ben for showing me the light). ""
""""
""For the uninitiated, polars is essentially a (much) faster version of pandas. ""
""""
""🐻‍❄️ > 🐼 ""
""""
""After using it for a recent project, here are 3 things I liked about it 👇 ""
""""
""1) The Syntax ""
""""
""Most of the syntax is identical to pandas, which made it super easy to use without any tutorials. ""
""""
""2) The “Lazy” API ""
""""
""This allows you to manipulate dataframes without loading them into memory. At the end, you can perform all the operations via the .collect() method. ""
""""
""3) .scan_parquet() ""
""""
""Yes, you can import .parquet files in pandas, but when combined with the Lazy API, this allows you to locally work with 10X bigger datasets in polars than pandas",
2024-05-07 13:50:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7193608067819659264,"Although entrepreneurship is hard, connecting with people on a similar journey makes it easier (and more fun). ""
""""
""This is why I'm excited about this week's event from The Data Entrepreneurs.""
""""
""👉 Thursday, May 9 at 4:30PM CST, I will interview Sonali Kumar about the (emotional) challenges of pursuing a data career and one's passions.""
""""
""Sonali is an HR data analyst and the host of the Success Beyond Our Greatest Fears Podcast. ""
""""
""Join us live and ask Sonali about data careers, content creation, and beyond 👇 ""
""""
"" 🔗 Register here: https://lu.ma/q76yic8w""
""""
""#data #event #podcast",
2024-05-06 13:52:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7193246238098538496,"I’ve been offered 3 jobs in the last 3 months… and they had nothing to do with data science or AI 😅 ""
""""
""These roles were called “Developer Advocate,” which (I’ve learned) is a marketing position specifically geared toward getting the attention of a technical audience. ""
""""
""While I didn’t realize it, making videos, writing articles, and creating a Discord community (The Data Entrepreneurs) has taught me a few things about “marketing” to technical folks 👨🏻‍💻📣 ""
""""
""That’s why I’m experimenting with a new service where I help AI startups develop their marketing strategies via… ""
""""
""- Content Creation ""
""- (Founder) Personal Branding ""
""- Community Growth & Events ""
""""
""If you know anyone who might be interested, send them my way 😁",
2024-05-03 13:39:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7192155783831212032,"When starting a new project, data scientists may have a tendency to dive into the coding and data work. ""
""""
""While this is fine for some projects, I’ve found when it comes to managing most ML projects a little planning can go a long way 🗺️ ""
""""
""I put this planning under the umbrella of data science project management. ""
""""
""👉 In a recent YouTube video, I walked through a 5-step project management framework and described the project manager’s role in implementing it. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/g_4_AF3A",
2024-05-02 15:25:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7191820070350655488,"Here are 3 things I have had to learn to survive entrepreneurship ""
""""
""🏕️ ""
""""
""1) Focus & Prioritization ""
""""
""Not every opportunity is worth pursuing, and not every problem needs your attention. Define what’s important and work toward it. ""
""""
""2) Turn anxiety into action ""
""""
""Uncertainty is not something we sit well with, but this is the reality of entrepreneurship. A helpful practice I’ve found is to get to work whenever these feelings arise. ""
""""
""3) Trust yourself ""
""""
""Each of us possesses the most powerful tool known to man—the human brain. A big theme of my journey has been putting myself into uncomfortable situations and finding a way to adapt. ""
""""
""👉 What’s helped you on your journey?",
